id,language_code,description,label
0POexnlJ7AY,en,,not_relevant
Iy529qGPc_M,hi,Tamil Nadu Hooch Tragedy तमिलनाडु के कल्लाकुरिची जिले में अवैध शराब से मरने,not_relevant
sMUOf5-I6cc,en,,not_relevant
9k5XvTpGPic,hi,अगले साल तमिलनाडु में चुनाव लगने लगे दांव,not_relevant
UUphBJh6u3A,hi,Train Accident तमिलनाडु के कडलूर में ट्रेन से टकराई स्कूल वैन TV9,highly_relevant
8QBN4DUJCqY,en,,not_relevant
QEu_bg8mI7M,hi,Tiruvallur Railway Station Fire डीजल ले जा रही है मालगाड़ी के टैंकर में आग लगने की एक,not_relevant
NVeXRUbTf8o,hi,Tamil Nadu News तमिलनाडु में भारी बारिश N18S Hindi,highly_relevant
BVoJJeC0oyQ,hi,प्रधानमंत्री नरेंद्र मोदी रविवार को तमिलनाडु को बड़ी सौगात देने जा,not_relevant
AoqYhIpSLys,en,tamilnadu,not_relevant
KAFRWN-NaP4,en,PM Modi Tamil Nadu Visit क्या है पीएम मोदी का मिशन साउथ Gangaikonda Cholapuram Temple,not_relevant
dB7d_TCzG38,hi,Tamil Nadu Train Fire Video चेन्नई पोर्ट से डीजल लेकर निकली मालगाड़ी में लगी,highly_relevant
sNSgKf1NWyw,en,Women Marriage Sad WhatsApp status Tamil,not_relevant
4cvGu0F9qe0,hi,Tamil Nadu Heavy Rain तमिलनाडु के कई हिस्सों में बारिश,highly_relevant
#NAME?,en,,not_relevant
#NAME?,hi,तमिलनाडु में विश्व महासागर दिवस समारोह किया जाएगा आयोजित,not_relevant
0JPCI3PoQE8,hi,तमिलनाडु के कुडालौर में एक बड़ा हादसा सामने आया है जहाँ एक स्कूल वैन,not_relevant
xW_xel9Eqyk,en,tamilnadu My Instagram Id My Page,not_relevant
bIpb-25wnsE,en,Cyclone Anti Cyclone Daily Geography Classes for NDA 1 2023 Exam NDA Coaching in Allahabad Geography Class for,relevant
nkocMigHJ9c,en,Rpf gk gs classes 2024 Rpf constable gk gs classes 2024 Rpfsi gk gs previous year question paper18 Your Queries rpf gk,not_relevant
74JqFgOLfCA,en,Prime Minister Narendra Modi is set to arrive in Tamil Nadu on Saturday to inaugurate lay the foundation stone and dedicate to,not_relevant
EfZCn0EjvM8,en,RPF SI CONSTABLE 2024 RPF GK GS IMPORTANT QUESTIONS previous year question paper HELLO FRIENDS,not_relevant
PRlmDMzedQ4,en,RPF SI Constable 2024 RPF GK GS PreviousYear Question Paper RPF GK GS Constable RPF SI Constable 2024 RPF,not_relevant
c1uaDTyOI2o,en,rpfconstable2024 RPF constable 2024 Previous year question paper GK GS RRB RPF Telegram,not_relevant
6KgU44igiSM,hi,Asani Asani Cyclone Video बंगाल की खाड़ी में उठा भीषण चक्रवाती,highly_relevant
6wkReKLsmPA,hi,CycloneAsaniLive बंगाल की खाड़ी में आया तूफान असानी,highly_relevant
07SRWfllfXw,en,CyclonePethai The cyclone Pethai is about to hit coastal Andhra Pradesh in the next 72 hours News18 Rajasthan is one,relevant
g2e-dIpiH9E,hi,बंगाल Bengal की खाड़ी से उठा चक्रवाती तूफान जवाद आज आंध्र प्रदेश के तट,highly_relevant
8GHo0iyAMEk,hi,Cyclone Jawad देश के कई राज्यों में चक्रवाती तूफान जवाद का खतरा मंडराने,highly_relevant
r2YOfIWntXo,hi,andhrapradesh आंध्र प्रदेश में Cyclone Michaung से,highly_relevant
RDkcWxtAGy8,en,Cyclone Amphan Andhra Pradesh के Visakhapatnam में Weather Change दिखने लगा तूफान का असर,highly_relevant
m8hJai5Mszg,hi,बंगाल की खाड़ी के ऊपर बना चक्रवाती तूफान असानी तटीय आंध्र प्रदेश और,highly_relevant
YOgk8xAHBFs,en,Gulab Cyclone 2021 चक्रवाती तूफान गुलाब Gulab Cyclone Update पर मौसम विभाग IMD on Gulab,highly_relevant
XQtIjZSzVY8,hi,चक्रवाती तूफान गज बंगाल के खाड़ी में बना हुआ है। यह अगले 24 घंटों में,highly_relevant
#NAME?,en,DDNewsOfficial बंगाल की खाड़ी पर बने निम्न दबाव के क्षेत्र के और गहरा होकर,highly_relevant
ZQxntZeW_uY,hi,चक्रवाती तूफान फेथाई आंध्र प्रदेश के तटों से टकराने का हाई अलर्ट,highly_relevant
Xo8NyROXfLs,hi,आंध्र प्रदेश और ओडिशा में चक्रवाती तूफान cyclone का खतरा मंडराने लगा,highly_relevant
ZkEA7SJ9ikk,hi,फेथाई चक्रवाती तूफान आंध्र प्रदेश और ओडिशा के तटीय इलाकों के लिए,highly_relevant
_lkTQQyB9yA,hi,cyclone,highly_relevant
qpwVM3Iqyf8,en,Weather Updates Heavy rains have started once again in many states of the country People are facing problems due to rain in,relevant
U1A1c_eBtwg,hi,अब बात देश के कई राज्यों पर मंडरा रहे नए खतरे की खतरा चक्रवाती तूफान,highly_relevant
Vugp9qQW-jI,hi,Bay of Bengal में नया Cyclone जन्म ले रहा है जिसका नाम है Jawad । Andhra Pradesh Odisha,highly_relevant
#NAME?,en,CycloneAsani बंगाल की खाड़ी में उठे चक्रवाती तूफान,highly_relevant
9GTMetfFjcc,en,Cyclone Asani has changed its direction and is going to touch the nearby Kakinada coast Sea turned turbulent in Kakinada and,relevant
CGB0nKPfgr4,en,Cyclone Asani which has been going on for the last 5 days is now weakening After hitting the Andhra Pradesh coast on,relevant
xWZpCUoUhMg,en,CycloneGulab भारतीय मौसम विभाग ने Andhra Pradeshऔर Odisha में रविवार से,highly_relevant
dRtNUHSwzNE,hi,AndhraPradesh चक्रवात मिचौंग ने आंध्र प्रदेश में दी दस्तक। जिसकी वजह से,highly_relevant
t609L9I9XdM,hi,Cyclone Gulab बंगाल की खाड़ी से उठा चक्रवाती तूफान गुलाब कल शाम आंध्र,highly_relevant
MdoX0VWMvdo,hi,उत्तरी आंध्र प्रदेश North Andhra Pradesh और दक्षिण ओडिशा के तटीय इलाकों,highly_relevant
cdEWD_cgSgQ,en,FirstIndiaNews About this Video Red Alert of Asani cyclone in Andhra Pradesh effect of storm,highly_relevant
ZbuRDOjD-yo,en,Cyclone Asani Alert बंगाल की खाड़ी में आया तूफान आसानी गंभीर चक्रवात में बदल,highly_relevant
m1wq-kPiKiQ,en,Cyclone Gulab ने दस्तक दे दी है Cyclone Gulab Andhra Pradesh और Odisha के तट से टकरा चुका,highly_relevant
Jssq1ZPVAao,hi,बंगाल Bengal की खाड़ी में बने चक्रवाती तूफान गुलाब के आज आंध्र प्रदेश,highly_relevant
OIOtWNokSGM,hi,दक्षिण भारत South india में चक्रवाती तूफान मिचौंग Cyclone Michong का कहर,highly_relevant
yhQCeGMt04g,hi,बंगाल की खाड़ी से उठा निवर तूफान तमिलनाडु और पुडुचेरी के तटों से,highly_relevant
QdN7Wq40C40,hi,आंध्र प्रदेश के उत्तरी तटीय इलाके में डे चक्रवात पहुंच गया है। इसके,highly_relevant
RMFU-rWVqgQ,hi,andhrapradesh आज 11 30 बजे आंध्र प्रदेश में टकराएगा,highly_relevant
c_JtlIH8TNo,hi,चक्रवाती तूफान फोनी शुक्रवार सुबह ओडिशा के पुरी तट पर पहुंच गया।,highly_relevant
UL8H60RTBRw,en,Nivar Cyclone live updates Cyclone Nivar live updates चक्रवाती तूफान निवार Cyclone Nivar का सबसे,highly_relevant
OepgVuEpzWY,hi,AndhraPradesh आंध्र प्रदेश में तूफान गुलाब की दस्तक,highly_relevant
D6RoXb8kDh0,en,The cyclonic storm Roanu is likely to wreak havoc in the coastal regions of Andhra Pradesh Visit on our official website,highly_relevant
yKwi0Xa5Rrs,hi,Michaung Cyclone Video तमिलनाडु और आंध्र प्रदेश में माइचांग तूफान का कहर NBT,highly_relevant
hFnBTn3ta4o,hi,मौसम अपडेट चक्रवात तितली की चपेट में ओडिशा और आंध्र प्रदेश तेज,highly_relevant
C6arN2-qYiI,hi,तूफान गुलाब देगा दस्तक दक्षिणी ओडिशा उत्तरी आंध्र प्रदेश में,highly_relevant
QHElT8aiBbQ,en,Cyclone Gulab Video Odisha Andhra Pradesh में तूफानी चक्रवात गुलाब को लेकर अलर्ट,highly_relevant
zbTYjy3vWxs,hi,Michong Cyclone Alert चक्रवात मिचौंग Cyclone Michaung भारी तबाही मचाता हुआ,highly_relevant
2M5hL00s6YY,hi,चक्रवाती तूफान पेथाई जल्द ही आंध्र प्रदेश के तटों से टकराने वाला है,highly_relevant
4PKt5vbbTag,hi,Andhra Pradesh 5 दिसंबर को आंध्र प्रदेश से टकराएगा मिचौंग तूफान VNM भारत,highly_relevant
SalWH08kEsk,en,The Cyclonic Storm Gulab is set to hit Odisha and Andhra Pradesh on Sunday September 26 2021 and is currently about 180,highly_relevant
6wrJJiFK_tI,en,Cyclone Michaung आज Andhra Pradesh के तट से टकराएगा उससे पहले वहां भारी बारिश हो,highly_relevant
8zKe5i4OiXI,hi,भारत के मौसम विभाग आईएमडी के मुताबिक चक्रवात गुलाब का उत्तरी तटीय,highly_relevant
WrPJ5YZYC4g,en,Cyclone Mandous Tamil Nadu Andhra Pradesh में Red Alert Chennai से टकराया तूफान,highly_relevant
NCoCuNv9oso,hi,भारत के कई राज्यों पर चक्रवात का खतरा मंडरा रहा है। 130 साल बाद,highly_relevant
TcoyuHvjzXk,hi,shorts,highly_relevant
VSeoe8PDEig,hi,OnTrending अगर आप इस चैनल को सपोर्ट करना चाहते हैं तो आप,highly_relevant
WIGP0dMRM0Q,en,Cyclone Gulab Landfall Update चक्रवाती तूफान गुलाब के लिए Odisha Andhra Pradesh में High,highly_relevant
jmFrHAVoTDg,en,Experts say the wind speed is at 200 to 210 km per hour and is expected to touch 230 km per hour when the cyclone hits the,relevant
VuMcKekI-OQ,hi,Exam postponed in Andhra Pradesh असानी तूफान की वजह से आंध्र प्रदेश बोर्ड ऑफ,highly_relevant
psU6OsLuuWo,en,The deep depression in north Andaman Sea and its neighbourhood intensified into a cyclonic storm Hud Hud on Wednesday,highly_relevant
Ppg14mR1Kso,en,Cyclone Michaung Updates मिगजॉम ने दक्षिणी राज्य के प्रभावित जिलों में भारी,highly_relevant
8w0R9Ed8y8Q,en,Mocha Cyclone मोका तूफान पर IMD ने West Bengal Odisha And Andhra Pradesh के लिए Issue किया Alert,highly_relevant
_NGUGk92oYA,hi,Cyclone Michaung Updates आंध्र प्रदेश में चक्रवाती तूफान ने दस्तक देना शुरू,highly_relevant
l2b6HT7QVmU,hi,अमर उजाला टीवी पर देश दुनिया की राजनीति खेल क्राइम सिनेमा फैशन और,highly_relevant
FCAWunyIG7Y,en,Andhra Pradesh Various parts of Srikakulam district continue to receive heavy rainfall due to Cyclone Gulab Several roads are,highly_relevant
Y5jK01sREco,hi,Follow us YouTube Facebook Website,highly_relevant
rATFEaGpntk,hi,चक्रवाती तूफान गुलाब आंध्र प्रदेश और ओडिशा के तटों से शाम करीब 7 बजे,highly_relevant
H1eNGBfvfwY,en,cyclonemichaung Cyclone Michaung मिचौंग तुफान का कहर जारी सड़कों,highly_relevant
u4vit_iYh8w,hi,समुद्री तूफान असानी आंध्र प्रदेश की ओर बढ़ रहा है या विशाखापट्टनम,highly_relevant
KTsPtL37ycE,en,चक्रवाती तूफान निवार Cyclone Nivar अगले 12 घंटे में अति विकराल रूप धर,highly_relevant
QBsTrUFtT0A,en,cyclone asani।Cyclonic Storm Asani approaching north Andhra Pradesh Odisha coasts।,highly_relevant
3tw0MCxqTZs,hi,आंध्र प्रदेश और तमिलनाडु के लिए वर्षा की चेतावनी,not_relevant
KRWT9ZZXrvs,hi,Heavyrains Watch JAN TV on Tata Play DTH,highly_relevant
J7xRBRv3AGo,en,The Met department has issued warning of heavy cyclone in Tamil Nadu and Andhra Pradesh Visit on our official website,relevant
RT9hJ3xfchg,hi,तूफान असानी ने अपना कहर बरपाना शुरू कर दिया है ओडिशा आंध्र प्रदेश,highly_relevant
4lQJcZ3RDwU,hi,आंध्र प्रदेश में पेथाई चक्रवात के चलते लोग सहमे हुए है। दक्षिण,highly_relevant
Juv_tpTIUGU,en,बंगाल की खाड़ी की ओर सक्रिय चक्रवातीय तूफान तितली का आंशिक असर,highly_relevant
5bESCJoyFz4,hi,चक्रवाती तूफान Cyclone Michaung मिचौंग की वजह से सोमवार को Andhra Pradesh,highly_relevant
cO_dKX_cQ-s,hi,चक्रवाती तूफान मिचौंग कहर बढ़ता ही जा रहा है आंध्र प्रदेश तट को पार,highly_relevant
nFEdeCJElnE,en,,highly_relevant
IKDFdL1LjDA,hi,अगले 24 घंटों में चक्रवाती तूफान गज तटीय आंध्र प्रदेश और तमिलनाडु,highly_relevant
KC3RTnBWqDI,hi,CycloneMichaung चक्रवात मिचौंग के कारण इस,highly_relevant
M7DpqtquBrM,en,मिचौंग तूफान से तमिलनाडु में तबाही के निशान। कई जगहों पर अब भी फंसे,highly_relevant
PCdwJLdFgVA,hi,cyclonemandous Cyclone Mandous चक्रवाती तूफान मैंडूस का,highly_relevant
bsyBPsKiTDA,hi,andhrapradesh मिचौंग चक्रवात की जमीन से टक्कर आंध्र,highly_relevant
z98VstdkDWQ,hi,Tamil Nadu Andhra Pradesh में आज दस्तक देगा तूफान मिचौंग पुडुचेरी तेलंगाना,highly_relevant
Jw0XVJw6aCI,hi,समुद्री तूफान आसानी उत्तरी आंध्र प्रदेश के काफी नजदीक पहुंच सकता,highly_relevant
k7trbY_6ElA,hi,चक्रवात मिचौंग का असर धीरे धीरे दिखने लगा है आंध्र प्रदेशके,highly_relevant
e4xVpjdzL_o,hi,आंध्र प्रदेश और ओडिशा के तटवर्ती इलाकों में चक्रवाती तूफान,highly_relevant
sdaS8bHymvM,hi,भारतीय मौसम विभाग ने यह जानकारी दी है कि बंगाल की खाड़ी के ऊपर बना कम,highly_relevant
SOalYG0D8go,hi,Cyclone Asani Andhra Pradesh से टकराया चक्रवात कई इलाकों में भारी बारिश समेत Alert,highly_relevant
gtqiOBl1AFo,hi,आंध्र प्रदेश और ओडिशा के कुछ हिस्सों में चक्रवात का अनुमान लगाया जा,highly_relevant
KnMqjTjJF4g,hi,आंध्र प्रदेश चक्रवात असनी तूफान के बीच समुद्र में बहकर आया सोने का,highly_relevant
xBJMiK_kxjQ,hi,Andhra Pradesh में चक्रवात का Alert जारी प्रदेश के कई हिस्सों में भारी बारिश,highly_relevant
LNIY727Cavw,hi,IMD ने तमिलनाडु और आंध्र प्रदेश के लिए चक्रवात की चेतावनी जारी की है।,highly_relevant
GubjXhlzOmw,hi,Cyclone Michaung दक्षिणी आंध्र प्रदेश में दस्तक देने से पहले तूफान मिचौंग,highly_relevant
KN_IwZBKaD8,hi,सोमवार को आंध्र प्रदेश के पूर्वी गोदावरी जिले के अमलापुरम में,highly_relevant
m_8SD-QerV8,hi,Tamil Nadu चक्रवात के आने से पहले चेन्नई में बारिश से बाढ़ VNM तमिलनाडु,highly_relevant
usxCNAk8_Dg,en,FirstIndiaNews,highly_relevant
#NAME?,hi,cycloneasani,highly_relevant
pzK0uK03Vuk,en,Michaung Cyclone मिगजौम तूफ़ान ने चेन्नई में मचा दी तबाही Andhra Pradesh Chennai,highly_relevant
Y9tJeGIy54I,hi,amarujala चक्रवाती तूफान असानी अपना असर दिखाना शुरू कर चुका है।,highly_relevant
oCHqC0t2p-I,en,weatherupdate नए साल New Year 2023 से पहले देश India पर नया खतरा,highly_relevant
q95QDivQxzo,en,Cyclone Hudhud a very severe cyclonic storm is gathering force ahead of reaching Visakhapatnam in Andhra Pradesh on,highly_relevant
lv9ZlQSLgaU,en,CycloneMichaung Cyclone Michaung दक्षिणी राज्यों southern,highly_relevant
a9ldKz4H7Dk,en,,not_relevant
peFkQXZ-bsU,en,Video from Gangesh Pandey,not_relevant
yhFt_vLgBcQ,en,The cyclone Yaas will turn into a super severe cyclonic storm by 11 30 am today This is why rainfall will increase in Odisha and,highly_relevant
f0ZMn4hGpJk,hi,Cyclone Yaas Update बंगाल और ओडिशा हाई अलर्ट पर यास की तबाही से बचने की,highly_relevant
rnxUV2tnQEs,hi,बंगाल की खाड़ी से उठने वाला चक्रवाती तूफ़ान अंफन के कारण भारत और,highly_relevant
O2L0ebzXQXY,en,,not_relevant
X1IvGJXl-7s,en,,not_relevant
279Jistz9e4,en,Cyclone Amphan Video West Bengal Odisha के Coastal Areas में Stormy Wind से गिरे Trees High Tides,highly_relevant
_XX6Ba7iais,en,650 फुट में नदी मिली flow water borewells Drilling drilling,not_relevant
bGgdVcSXh4M,en,,not_relevant
ICNIZczPdWw,en,,not_relevant
zMlzYDsXN4k,hi,WEATHER NEWS 27 MAY अब बिहार और झारखंड में या तूफान का हाई अलर्ट,highly_relevant
P0fCHmNAq7Y,hi,भारत में उच्च न्यायालयों की सूची 2023 भारत के उच्च न्यायालयों की सूची,not_relevant
8li5hRYPGug,hi,भारत के कई राज्यों में अगले कुछ दिनों तक भारी से अत्यधिक भारी बारिश,highly_relevant
PG2a7ve_Dmw,hi,ओडिशा में इन दिनों आसमानी बारिश ने पूरे प्रदेश में तबाही मचा रखी है,highly_relevant
NwAt8g46JQU,hi,orissa high court museum l कटक का नया हाई कोर्ट म्यूजियम देखना ज़रूर,not_relevant
DCgn_kcy8Vg,en,ytshorts,not_relevant
sbEOBwrwyYk,en,Puri beach samundr ka lahar पूरी बीच समुन्दर का लहर। puri samundar,not_relevant
tSaoXuSvBmo,en,Looking For An Powerful Oil Expeller Machine Or Automatic Liquid Filling Machine Cold Press Oil Expeller 5hp Mil Startups,not_relevant
9Uk1KbVUN1o,hi,,not_relevant
fLJtfWH_UC0,hi,West Bengal और Odisha के तट से आज टकराएगा Amphan तूफान जिसमें 185 किमी प्रति,highly_relevant
88v5581Q654,en,SSC GD 5KM RUNNING KOYLA NAGAR DHANBAAD,not_relevant
Em0wR3g-o28,en,,not_relevant
K0lL_r46abU,hi,आज भाग्य श्री महिला अनाथ आश्रम में जाकर देखा। भाग्य श्री महिला अनाथ,not_relevant
j8BEZ2tE5L8,en,China Floating Bridge,not_relevant
tM1v7v0IA3k,en,,not_relevant
fSYEk-HK6GQ,hi,Bihar Election 2025 2 से 3 चरणों में होगा बिहार चुनाव,not_relevant
m2I4FwmuiWU,en,Ram Bhakt Ki Kahani Jai Shree Ram Ram Navam Ram Ji Status,not_relevant
atb5Fa9N3Oo,en,,not_relevant
0zfTpxJxFPU,en,PUNJAB ENGINEERING CORPORATION INDORE HINDI Catlog Rate list ENGLISH,not_relevant
5KjDPn-IFJ0,en,Bharat ka Sabse Bada High Court Kaun sa hai which is the largest court in india which is the,not_relevant
dYppZ6HKFd8,en,acepolicewala,not_relevant
4S7xEXO5Uyo,en,emergency helpline number list helpline number for women safety up police re exam 2024,not_relevant
9gMMPBEIqSQ,en,बिजली विभाग भर्ती 2025 Electricity Department Recruitment 2025 Bijli Vibhag Bharti 2025 10th बिजली,not_relevant
5e9u869ob2I,en,one student one laptop yojana 2024 registration last date one student one laptop yojana 2024 apply online one student one,not_relevant
4y2nAQL3Vd8,hi,,not_relevant
BwX3A7OvzQQ,en,Amphan Cyclone Updates Odisha West Bengal में तेज हवाओं के साथ Rain High Tides । IMD चक्रवाती,highly_relevant
j_V0ixKq-7w,hi,,not_relevant
K5G04oAV9T4,hi,गुरुकुल के बच्चे Gurukul,not_relevant
TDW55wtZPLo,en,,not_relevant
QUNYwZ805UE,en,shorts biggest train accident of india 1981,highly_relevant
guDbPxB46Sk,hi,,not_relevant
qtNvV0hGcuE,en,,not_relevant
wDb9eE-plUc,en,Description Limited Time Offer Complete CP Plus CCTV 4 Camera Setup with Audio Video सिर्फ 8999 में,not_relevant
Hg8BQf9DRO4,hi,,not_relevant
f3r4-LBDewA,en,,not_relevant
yp6IjeQjH6o,en,,not_relevant
uo-pBBzR2K4,hi,Ep 6 भारत का राजनीतिक मैप भारत का नक्शा मानचित्र bharat ka rajnitik naksha,not_relevant
RS9F1wxAWHA,en,SSC GD physical running video live Qualified 2023 GD physical 2023 Cisf unit bccl Dhanbad running video live SSC GD,not_relevant
rA9wLMzA6cU,en,Mahindra CNG Alpha auto price follow me on,not_relevant
f_0oQA6WBGA,en,TheLegalNow argument before court argument in court court proceedings court argument Patna High court High court argument,not_relevant
gSAROwt8GEA,hi,धान की खेती बियासी विधि या रोपा विधि से की जाती है। दोनों विधियों में,not_relevant
l0TAHpJhL_A,hi,अम्फान तूफान Cyclone Amphan को देखते हुए नौसेना भी हाई अलर्ट पर है,highly_relevant
dsvIgXg2vPc,en,,not_relevant
p-X7-3nT-HM,en,,not_relevant
00J23iJ3EQQ,hi,मात्र 50 हज़ार में 1 बीघा फिर आ गई ऑन रोड जमीन,not_relevant
8-tq4_wtOo4,en,best water pump budget water pump Neptune petrol water pump 7 Hp water pump,not_relevant
eTtwSKodBWA,en,group D joining my Group D Joining,not_relevant
1KXweftDAOk,en,,not_relevant
5Za2hXSrHwU,en,,not_relevant
PqUbouf4_Xk,en,,not_relevant
4ld_J8g0qzo,en,Telegram channel link BPSC TRE 2 0 CUT OFF 2023 BPSC TRE 2 0 TGT SST CUT OFF,not_relevant
UT7EUOpq4qg,en,,not_relevant
LgiMvb4M7L0,en,,not_relevant
kf88ev6la54,hi,कम खर्च में घर पर तैयार कीजिए मुर्गी का फ़ीड Low Budget Feed Making Machine for,not_relevant
cJxhUTbGLrg,en,,not_relevant
iJ0lscd6MnM,en,courtmarriage,not_relevant
tiPY1OJeNqc,en,,highly_relevant
uwYBK0fts4I,en,Sarkari school k student ka dance,not_relevant
QOioIVvtABU,en,,not_relevant
6c-OBQh1fno,en,toyota urban cruiser taisor price toyota urban cruiser taisor 2024 price in india toyota urban cruiser taisor 2024 price in,not_relevant
mhCAv1u3XF8,en,votingday,not_relevant
ba_ZC1_DM70,en,Follow my channel for daily fun relatable desi quirky content Follow me on Instagram,not_relevant
XtLW8lLrs_k,en,,not_relevant
m0swAkr5ORU,en,Royal Enfield Hunter 350 on Road Price The Udaan support bikes,not_relevant
YtDXnZCiTGE,en,SaraswatiSchool,not_relevant
8dIYDogifZk,en,Doston is video mein humne Michael Jackson ke dreams of journey ke bare mein short mein bataya hai jisse aapko kuchh,not_relevant
dY-uJ8ZamF0,en,,not_relevant
QnWznobxTYQ,en,Get ready to achieve your dream of joining the Indian Armed Forces With the Agniveer New Vacancy 2025 announcement,not_relevant
7RHzQQuelZ4,en,,not_relevant
esgjfajWksU,en,Power of stenographer,not_relevant
l1f4wEjwZT0,en,It was our first time we went to Taj Palace to have coffee Coffee was very expensive,not_relevant
K8Ve3l09m5Y,en,,not_relevant
AseRrNM7Cio,en,Your one stop solution for everything you and your SUPERBIKES Needs Our community at ALL ABOUT BIKES will be your,not_relevant
DO8saBlvMrQ,en,ssc cgl 2023 Top post in ssc cgl Ssc cgl top post ssc cgl top post and salary ssc cgl top posts preference Shorts Youtube shorts,not_relevant
QVMT8W2iUy8,en,anassheikhhairsolution anas sheikh hair solution permanent hair,not_relevant
96VMMCnhAfM,en,Contact Us Website Email care law Helpline No 91 8800444555 Our Social Media,not_relevant
8-aeVJzItwI,en,,not_relevant
ngx4uQUc5-M,en,,not_relevant
wy9ilP32zOQ,en,RCB vs CSK in IPL 2025,not_relevant
9xgWVjf2uYU,en,,not_relevant
sCfFk7e-9-0,hi,रामेश्वरम मंदिर इतना प्रसिद्ध क्यों है,not_relevant
SndlWh1ZdLI,hi,,not_relevant
ofRmUltpjPw,hi,मसाला मास्टर क्लास के बारे में जानने के लिए और वीडियो देखने के लिए,not_relevant
6A1JFxiy4fo,en,automobile,not_relevant
DuqlSK1Ezv0,en,,not_relevant
XMwFzOD1Lgw,hi,Live देखिए Exam कॉपी में निकला 1000 रूपये फिर Examiner ने,not_relevant
dNG5xsDJzaQ,en,Rk Choudhary 9602660230 Rk Marble house,not_relevant
2R0uTAjBpKE,en,India Odisha West Bengal Brace for Cyclone Dana Firstpost Earth Subscribe to Firstpost The Indian state governments of,relevant
UF_m0tPkrV0,en,Bay of Bengal Cyclone Alert 2025 3 Major Storms Hitting Odisha Andhra Pradesh Tamil Nadu Vizag Weatherman Warning,highly_relevant
KPfHijGGz8I,en,Cyclone Dana Latest News Odisha and West Bengal are states that have gained expertise in tackling the impact of cyclones,highly_relevant
UjxZmxz_deo,en,Cyclone Dana is moving towards the coasts of Odisha and West Bengal with strong winds and heavy rainfall already reported,highly_relevant
BJnsxXU0EvI,en,Cyclone Biparjoy has begun its landfall in Gujarat and nearly a lakh people have been evacuated It is after 25 years that Gujarat,highly_relevant
vEIx92O7f6E,en,Kanak News is Odisha s leading 24x7 news and current affairs TV channel from Eastern Media Limited Odisha s largest media,highly_relevant
7OQuuROR2K4,en,odisha,highly_relevant
7vHbM3E60Xg,en,Cyclone Dana Rescue Ops Underway In Various Parts Of Odisha As Storm Approaches Coast,highly_relevant
9XM20xoYMLc,en,Odisha Bhaskar is one of the state s leading Dailies and Digital Platforms and has been coming up with various objectives and,not_relevant
57LKONjFbM0,en,Odisha is on high alert as the IMD has issued a heavy rainfall warning and cyclone alert on 8th September 2025 With Durga Puja,highly_relevant
iTA7idU3AkI,en,The Indian Meteorological Department has issued an alert over the possibility of a cyclone on the coast of the Eastern state of,relevant
PPiGiJdBp_s,en,Rainfall Alert In Odisha Cyclone Wipha s Remnants May Trigger Low Pressure In Bay IMD Issues Warning,highly_relevant
At_dJAOLB0s,en,Cyclone Yaas crossed the north Odisha coast about 20 km south of Balasore between 10 30 and 11 30 am with 130 140 km per,highly_relevant
QUvXxz5B_mU,en,Odisha rain news Bbig low pressure form in bay of bengal from 27th of june Heavy rainfall alert in odisha Odisha cyclone update,highly_relevant
gmRse4QaIN8,en,This is the predicted route of the super cyclone YAAS likely to cross north Odisha Bengal around noon of May 26 with a speed of,highly_relevant
YpLRHptA1Kk,en,Over 10 lakh people have been evacuated to temporary shelters in Odisha as Cyclone Fani the most severe cyclonic storm since,highly_relevant
dwzvLfXxVRU,en,Odisha rain update big low pressure form in bay of bengal from today of july Heavy rainfall alert in odisha Odisha cyclone update,highly_relevant
B5Ls67OHRjw,en,Kanak News is Odisha s leading 24x7 news and current affairs TV channel from Eastern Media Limited Odisha s largest media,highly_relevant
G1vbfKIvljo,en,Cyclone Yaas is likely to make landfall near Odisha s Dhamra Port by the early morning of May 26 2021 says Indian,highly_relevant
VBA5GqnQtdk,en,Odisha Rain Update Another low pressure fron today heavy rainfall alert Odisha cyclone update Odisha Rain Update heavy,highly_relevant
dkyRZxz470U,en,OdishaSuperCyclone Revisiting the devastating 1999 Super Cyclone in Odisha as it,highly_relevant
Twpp7SUYBIo,en,Odisha couple braves rising sea levels to reach their home as Cyclone Dana wreaks havoc across state,relevant
EZKGexLvZYA,en,Severe Cyclone Dana In Odisha Winds Intensify At Anticipated Landfall Point In Dhamra,highly_relevant
FEiGUjn00Tg,en,Cyclone Dana will move north northwestward and cross Odisha WB IMD DG Join ANI s,highly_relevant
z4ENO49DnQM,en,Odisha Rain Update Another low pressure from 13 sept heavy rainfall alert Odisha cyclone update Odisha Rain Update heavy,highly_relevant
isdx-f7s2J8,en,At least eight people have died as Cyclone Fani barreled into Odisha this morning uprooting trees and electricity poles and cut,highly_relevant
ioKPfxVu5jI,en,,highly_relevant
jXl06REkBsc,en,Evacuations have begun as Odisha and West Bengal brace for Amphan which has now turned into a super cyclonic storm,highly_relevant
x3eVJWvyZwE,en,Cyclone Cyclone Heading Towards Odisha Coast OdishaTV is Odisha s no 1 News,highly_relevant
VN0QzpTrLVU,en,Odisha s Special Relief Commissioner Pradeep Kumar Jena shared details of Cyclone Yaas review meeting with Prime Minister,highly_relevant
08r4pO5zcFI,en,Cyclone Yaas Over 11 5 lakh people have been evacuated from vulnerable places in West Bengal in view of the impending,highly_relevant
KjwM2Wx4O9o,en,Kalinga TV is the fastest growing television channel in Odisha Kalinga TV being one of the most trusted channels in the state is,highly_relevant
